employee_id,first_name,last_name,gender,department,job_title,education_level,performance_rating,state,home_city,base_location,hiredate,birthdate,termination_date,overtime,salary,adjusted_salary
QA - 12956,Tashi,Memba,female,Quality Assurance & Testing,QA Engineer,Bachelor,Meets,Arunachal Pradesh,Ziro,Hyderabad,21-04-2022,28-08-1980,,Yes,419744,567773.7996011811
IT - 12957,Archana,Thakur,female,IT Support,Network Engineer,Master,Meets,Bihar,Patna,Bhubaneswar,22-10-2021,25-11-1997,,No,930049,1394462.6477235507
SD - 12958,Richa,Sarin,female,Software Development,Angular Developer,Bachelor,Exceeds,Delhi,New Delhi,Bengaluru,15-06-2024,29-04-1972,,Yes,1670926,2353056.334660951
QA - 12959,Jose,Lopes,male,Quality Assurance & Testing,Manual Tester,Diploma,Partial,Goa,Margao,Bengaluru,21-04-2023,06-12-1984,,No,676991,800309.7611888628
SD - 12960,Moumita,Sarkar,female,Software Development,Angular Developer,Master,Meets,West Bengal,Durgapur,Pune,22-02-2021,01-06-1986,,No,457371,698483.6543429379
SM - 12961,Padma,Harish,female,Sales & Marketing,Pre-Sales Consultant,Master,Exceeds,Andhra Pradesh,Amaravati,Bhubaneswar,15-01-2021,26-06-1992,,No,1320727,2067376.7253028676
AI - 12962,Harshal,Mahajan,male,AI & Machine Learning,AI Engineer,PhD,Meets,Maharashtra,Nagpur,Hyderabad,04-06-2018,08-11-1989,,Yes,3392791,5942492.875108851
CS - 12963,Jayanti,Dalai,female,Cybersecurity,Cybersecurity Analyst,Master,Partial,Odisha,Bhubaneswar,Hyderabad,12-11-2023,03-04-1961,,Yes,2494551,4248067.528628158
SD - 12964,Sunil,Paranjape,male,Software Development,Mobile App Developer,Master,Meets,Maharashtra,Pune,Bengaluru,02-07-2023,09-09-1980,,Yes,1059555,1616220.1500637208
SD - 12965,Ujwala,Sonavane,female,Software Development,Mobile App Developer,Bachelor,Meets,Maharashtra,Nagpur,Bengaluru,17-08-2018,21-07-1968,,No,2589139,3677684.4515556144
FN - 12966,Raghavendra,Desai,male,Finance,FinOps Specialist,Master,Meets,Karnataka,Bengaluru,New Delhi,10-04-2022,22-06-1984,23-09-2023,No,1992234,3117027.9353143224
QA - 12967,Harbhajan,Kaur,male,Quality Assurance & Testing,Performance Tester,Bachelor,Below,Punjab,Chandigarh,New Delhi,08-04-2019,28-04-1994,,No,1564095,2030737.4764291532
RD - 12968,Bharath,Rao,male,Research & Development (R&D),Prototype Developer,Master,Meets,Karnataka,Belgaum,Hyderabad,23-11-2018,09-06-1983,,No,1202742,1943274.0789482049
CSRV - 12969,Pradeep,Pande,male,Customer Service,Customer Support Engineer,Bachelor,Below,Uttarakhand,Rishikesh,Bengaluru,16-03-2024,28-08-1985,,Yes,573753,761836.80698972
HR - 12970,Kiran,Lokesh,male,HR & People Ops,Recruiter,Master,Exceeds,Andhra Pradesh,Tirupati,Hyderabad,07-08-2022,14-02-1967,,Yes,1366744,2309103.5638980274
HR - 12971,Rajesh,Prusty,male,HR & People Ops,Talent Acquisition Specialist,Master,Meets,Odisha,Sambalpur,Bengaluru,22-02-2024,28-11-1972,,No,960250,1616631.2016462563
CD - 12972,Meena,Nanda,female,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Meets,Odisha,Cuttack,Hyderabad,08-11-2018,20-06-1967,,Yes,1989290,2895821.707705368
DC - 12973,Chandrashekhar,Kachhap,male,Delivery & Client Services,Client Services Manager,PhD,Partial,Jharkhand,Ranchi,Bengaluru,13-04-2022,11-08-1970,,Yes,485482,939199.6596188686
CSRV - 12974,Mandar,Karve,male,Customer Service,Customer Support Engineer,Bachelor,Meets,Maharashtra,Pune,Pune,04-03-2024,08-03-1960,,No,651133,893391.9694046077
LC - 12975,Mahesh,Singh,male,Legal & Compliance,IT Compliance Specialist,Master,Meets,Madhya Pradesh,Gwalior,Hyderabad,06-07-2022,01-11-1964,,Yes,1935067,3258673.892941076
PS - 12976,Riddhi,Barot,female,Product & Strategy,Strategy Consultant,Master,Partial,Gujarat,Surat,Bengaluru,29-05-2023,16-10-1996,,No,1990225,3037804.5756115965
QA - 12977,Raghunath,Modak,male,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Bachelor,Meets,Maharashtra,Pune,Hyderabad,27-10-2021,28-07-1976,,No,1203142,1622049.8892936618
DC - 12978,Bhavna,Kohli,female,Delivery & Client Services,Delivery Manager,PhD,Meets,Delhi,New Delhi,Hyderabad,02-02-2017,28-01-1979,,No,879676,1536973.7351577245
IT - 12979,Ajay,Pandey,male,IT Support,System Administrator,Master,Exceeds,Uttar Pradesh,Prayagraj,Kolkata,14-02-2019,22-07-1981,,No,790268,1290798.3510325756
DC - 12980,Rajesh,Shirke,male,Delivery & Client Services,Delivery Manager,Master,Meets,Maharashtra,Pune,Bengaluru,14-01-2022,25-07-1981,,No,878040,1404496.8844552205
DC - 12981,Ashwini,Soman,female,Delivery & Client Services,Account Delivery Lead,Master,Partial,Maharashtra,Nashik,Hyderabad,05-03-2015,29-11-1992,,No,1403302,2136568.7530883513
DA - 12982,Satyajit,Samantray,male,Data & Analytics,Business Intelligence Analyst,Master,Meets,Odisha,Sambalpur,Bhubaneswar,28-06-2017,17-10-1980,,No,2293911,3723470.646710636
CSRV - 12983,Kusum,Yadav,female,Customer Service,Technical Support Engineer,Bachelor,Meets,Chhattisgarh,Raipur,Hyderabad,16-01-2022,26-08-1985,10-03-2023,No,260419,350161.2639386497
SD - 12984,Rajiv,Hota,male,Software Development,Software Engineer,Bachelor,Meets,Odisha,Sambalpur,Hyderabad,01-02-2023,06-04-1998,,Yes,1618900,2063859.3516951804
DB - 12985,Murugan,Ganapathy,male,Databases,Database Engineer,Bachelor,Meets,Tamilnadu,Chennai,Bhubaneswar,25-05-2019,24-06-1982,,No,1839236,2570711.8115021037
SD - 12986,Banita,Pradhan,female,Software Development,Frontend Developer,Master,Meets,Odisha,Sambalpur,Chennai,01-04-2021,17-08-1972,,Yes,663126,1031407.5941498723
SD - 12987,Zothansanga,Khiangte,male,Software Development,Angular Developer,Bachelor,Meets,Mizoram,Saiha,Bengaluru,03-09-2015,28-12-1967,,Yes,750104,1066795.3706048173
DA - 12988,Anjali,Naqvi,female,Data & Analytics,Business Intelligence Analyst,Bachelor,Partial,Telangana,Warangal,Pune,28-01-2023,12-07-1974,,Yes,404996,580743.2507588143
SD - 12989,Chandni,Sharma,female,Software Development,React.js Developer,Master,Meets,Madhya Pradesh,Ujjain,Pune,24-04-2022,19-02-1987,,Yes,808093,1242425.6395521387
RD - 12990,Ghulam,Chowdhary,male,Research & Development (R&D),Prototype Developer,Master,Meets,Jammu & Kashmir,Anantnag,Bengaluru,18-02-2020,08-06-1988,,No,1519049,2381740.729585752
RD - 12991,Alka,Tete,female,Research & Development (R&D),Prototype Developer,Bachelor,Meets,Jharkhand,Jamshedpur,Hyderabad,05-08-2018,20-01-1977,,Yes,2469871,3460543.4185258914
LC - 12992,Rakhi,Palei,female,Legal & Compliance,Data Privacy Officer,PhD,Star,Odisha,Bhubaneswar,Kolkata,04-08-2015,13-11-1981,,No,1537278,2713155.8779159635
CS - 12993,Gregory,Naik,male,Cybersecurity,Cybersecurity Analyst,Bachelor,Meets,Goa,Panaji,Hyderabad,04-08-2023,07-10-1970,,No,3314933,4502306.933776818
SD - 12994,Surinder,Deol,female,Software Development,Mobile App Developer,Master,Exceeds,Punjab,Ludhiana,Kolkata,09-01-2022,01-12-1997,,No,2379914,3639288.8915089006
FN - 12995,Sunita,Mor,female,Finance,Internal Auditor,Master,Meets,Haryana,Rohtak,Bengaluru,26-01-2023,18-05-1994,,Yes,648269,964504.3249869677
SD - 12996,Harshad,Sanghvi,male,Software Development,Full-Stack Developer,Master,Meets,Gujarat,Surat,Pune,07-04-2021,22-03-1985,,No,1362520,2070245.5352061065
SM - 12997,Suchitra,Mohan,female,Sales & Marketing,Performance Marketer,Master,Meets,Andhra Pradesh,Vijayawada,Hyderabad,12-02-2022,14-09-1982,,Yes,640297,1025257.820768232
QA - 12998,Gopal,Moharana,male,Quality Assurance & Testing,QA Engineer,Bachelor,Meets,Odisha,Bhubaneswar,Bengaluru,05-09-2023,28-02-1992,,No,505731,672744.7737223048
SD - 12999,Anju,Sindhu,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Haryana,Kurukshetra,New Delhi,20-11-2015,04-09-1977,,Yes,2976337,3943377.915423754
CS - 13000,Hitesh,Kanabar,male,Cybersecurity,Application Security Engineer,Master,Meets,Gujarat,Surat,Hyderabad,13-11-2018,04-10-1981,,No,3192033,5133998.929772204
SD - 13001,Kamal,Upadhyay,male,Software Development,Software Engineer,Bachelor,Meets,Uttarakhand,Haridwar,Bhubaneswar,24-05-2023,27-01-1958,02-05-2024,No,1789821,2541414.8003060976
AI - 13002,Sunita,Jha,female,AI & Machine Learning,Deep Learning Engineer,PhD,Partial,Bihar,Patna,Kolkata,28-08-2024,02-07-1983,,No,1976584,3677935.132339406
AI - 13003,Jem,Kharkongor,female,AI & Machine Learning,GenAI Engineer,PhD,Meets,Meghalaya,Tura,Pune,11-12-2021,13-04-1986,,No,1875964,3263224.3766663456
SD - 13004,Raghav,Chowdary,male,Software Development,Angular Developer,Bachelor,Star,Telangana,Nalgonda,Bengaluru,13-05-2017,24-02-1979,,No,2120281,2969422.6910232897
SD - 13005,Radhika,Sharma,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Andhra Pradesh,Kakinada,Bengaluru,17-08-2024,07-10-1993,,Yes,1598305,2061896.9101954494
SD - 13006,Kunal,Khemundi,male,Software Development,React.js Developer,Master,Meets,Odisha,Cuttack,Hyderabad,20-07-2019,11-12-1972,,No,946484,1589771.4786048972
PS - 13007,Suranjan,Rout,male,Product & Strategy,Product Owner,Bachelor,Exceeds,Odisha,Cuttack,Hyderabad,06-06-2018,23-06-1986,,No,3333647,4578384.818356866
SD - 13008,Suman,Upadhye,female,Software Development,Software Engineer,Master,Star,Maharashtra,Nagpur,Kolkata,16-09-2022,30-05-2002,,No,1680161,2493121.839527323
DC - 13009,Bhavya,Nair,female,Delivery & Client Services,Service Delivery Lead,Master,Partial,Telangana,Nalgonda,Hyderabad,26-06-2023,28-03-1989,,No,1534206,2331917.284741468
DB - 13010,Jehangir,Kashyap,male,Databases,Data Governance Specialist,Master,Meets,Jharkhand,Dhanbad,Bengaluru,26-09-2024,08-06-1979,,Yes,2349808,3882562.254780286
SM - 13011,Lynnai,Kharshiing,female,Sales & Marketing,Account Manager,Master,Partial,Meghalaya,Jowai,Hyderabad,17-10-2021,31-07-1958,,Yes,1449870,2352435.494834335
SD - 13012,Sushil,Debnath,male,Software Development,React.js Developer,Master,Star,Tripura,Udaipur,Bengaluru,17-08-2022,06-05-1977,,No,900190,1443288.3324252458
SD - 13013,Anita,Tripathi,female,Software Development,Mobile App Developer,Master,Star,Bihar,Patna,Hyderabad,10-07-2019,12-08-1971,,No,1337504,2214599.5202839356
SD - 13014,Sunita,Biswas,female,Software Development,React.js Developer,Master,Meets,Tripura,Agartala,Bengaluru,03-03-2020,19-12-1995,,No,1918835,2946137.3505834374
SM - 13015,Nirmala,Kar,female,Sales & Marketing,SEO Specialist,Diploma,Star,Odisha,Bhubaneswar,Bengaluru,08-07-2023,29-09-1992,,No,1766149,1994972.4075398217
AI - 13016,Ila,Mahale,female,AI & Machine Learning,Prompt Engineer,Master,Meets,Maharashtra,Mumbai,Bengaluru,05-08-2021,08-12-1974,,No,3167266,5246672.753940611
SD - 13017,Rupal,Joshi,female,Software Development,React.js Developer,Bachelor,Partial,Gujarat,Gandhinagar,Chennai,15-05-2020,12-06-1955,,No,2662700,3793793.8191422364
AI - 13018,Harbhajan,Dhaliwal,male,AI & Machine Learning,AI Engineer,Bachelor,Meets,Punjab,Jalandhar,Bhubaneswar,30-06-2020,24-11-1956,,No,761825,1106167.7545080197
PS - 13019,Pushpa,Sharma,female,Product & Strategy,Product Owner,PhD,Meets,Himachal Pradesh,Shimla,Hyderabad,29-09-2023,20-09-1987,,Yes,2418874,4391416.766465502
SD - 13020,Shaila,Borkar,female,Software Development,Angular Developer,Bachelor,Star,Goa,Panaji,Bengaluru,26-01-2022,19-07-1976,,No,1182387,1571306.0904659051
CD - 13021,Rashmi,Sinha,female,Cloud & DevOps,Platform Engineer,Bachelor,Exceeds,Bihar,Patna,Kolkata,12-11-2016,25-09-1984,,Yes,3493604,4611771.156456412
AI - 13022,Rekha,Mendonca,female,AI & Machine Learning,Computer Vision Engineer,PhD,Partial,Goa,Panaji,Bengaluru,04-09-2022,04-04-1981,,No,1254391,2202794.5769957295
DC - 13023,Dkhar,Kharshiing,male,Delivery & Client Services,Client Services Manager,PhD,Meets,Meghalaya,Jowai,Bengaluru,06-09-2016,28-01-1964,,No,1134961,2037613.9844002873
CSRV - 13024,Radhika,Baral,female,Customer Service,Customer Success Engineer,Bachelor,Partial,Odisha,Bhubaneswar,Bhubaneswar,12-09-2017,29-07-1986,,Yes,492718,677035.4040061336
IT - 13025,Lokesh,Rathore,male,IT Support,IT Support Specialist,Bachelor,Exceeds,Rajasthan,Bikaner,Pune,08-01-2022,16-03-1994,,Yes,1190618,1545718.6243805736
FN - 13026,Dipti,Dash,female,Finance,Financial Analyst,Master,Partial,Odisha,Rourkela,Bengaluru,22-10-2024,15-04-1960,,No,986191,1571648.841683614
SD - 13027,Vidhi,Merchant,female,Software Development,Software Engineer,Master,Exceeds,Gujarat,Ahmedabad,Kolkata,05-02-2017,05-09-1986,,Yes,1860501,2989602.8351942776
QA - 13028,Basanti,Kanungo,female,Quality Assurance & Testing,Manual Tester,Bachelor,Meets,Odisha,Sambalpur,Hyderabad,10-09-2021,02-11-1998,23-08-2024,No,1211572,1531207.3074133468
DA - 13029,Shanti,Mehta,female,Data & Analytics,Data Scientist,Master,Exceeds,Bihar,Patna,Hyderabad,18-10-2015,11-11-1991,,No,2819996,4393567.218280241
CD - 13030,Sandeep,Abhyankar,male,Cloud & DevOps,Cloud Administrator,Diploma,Meets,Maharashtra,Mumbai,Bengaluru,22-01-2023,07-05-1968,,Yes,689549,855699.613018613
AI - 13031,Chaman,Sengupta,male,AI & Machine Learning,AI Product Manager,Master,Below,Himachal Pradesh,Manali,Pune,15-10-2021,23-03-1986,12-01-2023,No,1945885,3070476.1178503875
AI - 13032,Sonal,Nanavati,female,AI & Machine Learning,Prompt Engineer,Bachelor,Meets,Gujarat,Ahmedabad,Chennai,27-06-2024,21-10-1976,,No,2051544,2799540.1373890713
CS - 13033,Devendra,Baghel,male,Cybersecurity,Application Security Engineer,Master,Meets,Chhattisgarh,Bhilai,Bengaluru,27-04-2016,05-06-1972,,No,2507017,3952664.8158642203
SM - 13034,Supriya,Majhi,female,Sales & Marketing,Sales Executive,Bachelor,Meets,Odisha,Bhubaneswar,Bengaluru,11-10-2023,29-07-1998,,No,1145364,1473430.875770839
RD - 13035,Suresh,Fernandes da Costa,male,Research & Development (R&D),Innovation Engineer,Master,Meets,Goa,Panaji,Kolkata,19-01-2024,16-03-1982,,Yes,3400050,5347085.035780531
QA - 13036,Chumu,Nishi,female,Quality Assurance & Testing,Automation Tester,Bachelor,Below,Arunachal Pradesh,Itanagar,Hyderabad,19-02-2022,24-01-1972,,No,1572135,2126707.6262737997
IT - 13037,Sarla,Munda,female,IT Support,Network Engineer,Bachelor,Meets,Chhattisgarh,Raipur,Bhubaneswar,31-07-2017,02-09-1982,,No,466788,649026.2216019622
CD - 13038,Nisar,Qadri,male,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Below,Jammu & Kashmir,Anantnag,New Delhi,23-03-2016,10-04-1971,18-11-2020,Yes,2847562,4700134.542503139
SD - 13039,Tushar,Deshmukh,male,Software Development,Angular Developer,Bachelor,Meets,Maharashtra,Nashik,Chennai,16-01-2023,07-01-1983,,No,2639991,3672060.0705696424
DA - 13040,Meena,Chaudhary,female,Data & Analytics,Statistician,Master,Meets,Rajasthan,Udaipur,Pune,25-07-2017,21-11-1990,,No,2692476,4102581.406667076
DA - 13041,Bikash,Rajkhowa,male,Data & Analytics,BI Engineer,Bachelor,Exceeds,Assam,Silchar,Hyderabad,25-06-2024,06-03-1990,,Yes,1595351,2171491.3447282915
OP - 13042,Khate,Bhandari,male,Operations,Supply Chain Analyst,Master,Exceeds,Nagaland,Mokokchung,Hyderabad,12-02-2024,24-01-2004,,No,830019,1231740.085871329
SD - 13043,Srikanta,Patro,male,Software Development,Software Engineer,Master,Exceeds,Odisha,Bhubaneswar,Hyderabad,20-06-2024,23-05-1997,,No,1780794,2714950.9691700255
QA - 13044,Mahesh,Rajput,male,Quality Assurance & Testing,Security Tester,Master,Meets,Madhya Pradesh,Ujjain,Hyderabad,19-06-2022,08-08-1968,,No,800041,1264016.3212047128
CD - 13045,Tahira,Mir,female,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Meets,Jammu & Kashmir,Jammu,Pune,24-04-2022,07-09-1959,,No,1842485,3218617.449411158
CS - 13046,Sandeep,Rai,male,Cybersecurity,Application Security Engineer,Bachelor,Below,Bihar,Patna,Bengaluru,15-06-2022,09-12-1987,,No,1071140,1424865.0805919382
UX - 13047,Sunil,Tilak,male,UI/UX & Design,Product Designer,Bachelor,Meets,Maharashtra,Nagpur,Bengaluru,18-06-2022,20-09-1987,24-05-2024,No,801985,1035472.2612895446
DC - 13048,Dipti,Soni,female,Delivery & Client Services,Service Delivery Lead,Master,Partial,Gujarat,Vadodara,Bengaluru,28-08-2023,31-01-1970,,No,1464728,2438780.5397378677
QA - 13049,Amrit,Sandhu,female,Quality Assurance & Testing,Security Tester,Master,Meets,Punjab,Chandigarh,Bengaluru,26-03-2021,22-12-1991,,Yes,835972,1272697.970589473
IT - 13050,Omprakash,Rana,male,IT Support,IT Support Specialist,Bachelor,Meets,Himachal Pradesh,Shimla,Bhubaneswar,13-02-2019,23-08-1992,03-01-2022,No,548410,712244.7507930303
AI - 13051,Sudha,Tripathi,female,AI & Machine Learning,GenAI Engineer,PhD,Meets,Uttar Pradesh,Varanasi,Hyderabad,21-09-2021,29-07-1980,,No,1811034,3170221.5188404666
SD - 13052,Shankar,Kudalkar,male,Software Development,Software Architect,Master,Star,Goa,Panaji,Bengaluru,03-06-2024,06-08-1982,,No,567864,880206.7666866829
SD - 13053,Anuradha,Chutia,female,Software Development,Angular Developer,Master,Meets,Assam,Silchar,Kolkata,19-05-2020,22-09-1994,,No,521601,814999.2732738467
SD - 13054,Viral,Adani,male,Software Development,Full-Stack Developer,Bachelor,Meets,Gujarat,Surat,Hyderabad,19-06-2018,13-01-1968,29-05-2021,No,797123,1103543.8950934547
DB - 13055,Abinash,Sethi,male,Databases,SQL Developer,Bachelor,Exceeds,Odisha,Sambalpur,Bengaluru,24-09-2023,26-06-1989,,No,527890,701267.7714082449
QA - 13056,Usha,Sindhu,female,Quality Assurance & Testing,QA Engineer,Master,Below,Haryana,Gurugram,Bengaluru,25-12-2023,20-04-1982,,No,615418,942120.1529750105
SD - 13057,Ankit,Rajput,male,Software Development,Backend Developer,Master,Below,Gujarat,Gandhinagar,Pune,19-03-2022,16-05-1989,,No,512652,820533.9052637247
SD - 13058,Jagdeep,Sandhu,male,Software Development,Embedded Systems Engineer,Master,Partial,Punjab,Jalandhar,Bhubaneswar,01-03-2023,08-11-1972,,No,2777739,4358880.210072936
CS - 13059,Sebastian,Kamat,male,Cybersecurity,Security Engineer,Bachelor,Exceeds,Goa,Margao,Pune,03-05-2024,01-02-1970,,No,636879,899656.5879396611
SD - 13060,Jyoti,Hansda,female,Software Development,Software Programmer,Bachelor,Meets,Jharkhand,Ranchi,Hyderabad,28-03-2017,18-01-1992,,No,2469794,3255228.7878289092
PS - 13061,Kamalika,Bhuyan,female,Product & Strategy,Product Director,Master,Meets,Assam,Silchar,Kolkata,05-10-2023,06-08-1972,,No,3159285,5018824.771063177
IT - 13062,Salma,Syed,female,IT Support,IT Support Specialist,Diploma,Meets,Telangana,Khammam,Kolkata,25-03-2018,09-06-1979,,No,376913,447951.46708180645
CSRV - 13063,Mukesh,Bhagat,male,Customer Service,Customer Success Engineer,Bachelor,Meets,Chhattisgarh,Bhilai,Pune,24-07-2017,21-04-1973,,Yes,667022,931765.7584715444
PS - 13064,Bhavana,Abhyankar,female,Product & Strategy,Portfolio Manager,PhD,Exceeds,Maharashtra,Nagpur,Bengaluru,08-10-2023,29-07-1979,,Yes,540721,1022842.726045197
SD - 13065,Wanglem,Basumatary,female,Software Development,React.js Developer,Bachelor,Meets,Meghalaya,Shillong,Hyderabad,14-03-2023,08-09-1995,,Yes,1691981,2264212.791945668
SD - 13066,Soumen,Sen,male,Software Development,Principal Engineer,Master,Meets,West Bengal,Durgapur,Bengaluru,03-10-2016,18-10-1952,,No,1231483,2001309.790089568
PS - 13067,Kusum,Baghel,female,Product & Strategy,Product Manager,Bachelor,Below,Chhattisgarh,Bhilai,New Delhi,27-11-2022,09-10-1964,,Yes,3235044,4479774.246173811
CSRV - 13068,Khonglah,Kharlyngdoh,female,Customer Service,Customer Success Manager,Bachelor,Meets,Meghalaya,Shillong,Pune,31-07-2018,03-06-1967,,No,297487,412664.3412190193
DC - 13069,Arjun,Chitale,male,Delivery & Client Services,Client Services Manager,Master,Below,Maharashtra,Nashik,Bhubaneswar,30-07-2023,21-09-1971,,No,2150289,3436066.0573719214
UX - 13070,Poonam,Hota,female,UI/UX & Design,Design Systems Specialist,Bachelor,Meets,Odisha,Cuttack,Pune,25-01-2023,27-08-1987,,No,1172186,1547848.718735064
SD - 13071,Geeta,Rai,female,Software Development,Principal Engineer,PhD,Exceeds,Uttar Pradesh,Kanpur,Chennai,06-02-2023,13-01-1983,,Yes,2671686,4894651.512526012
IT - 13072,Alka,Bhagat,female,IT Support,IT Support Specialist,Diploma,Star,Jharkhand,Ranchi,Hyderabad,06-08-2018,08-06-1981,,No,268355,310799.35148092604
SD - 13073,Parag,Phadke,male,Software Development,Backend Developer,Master,Meets,Maharashtra,Mumbai,Hyderabad,30-01-2022,22-01-1978,,No,578560,887658.5233135544
UX - 13074,Arun,Verma,male,UI/UX & Design,Interaction Designer,Master,Meets,Jharkhand,Jamshedpur,Bhubaneswar,23-01-2019,01-09-1970,,Yes,1149741,1923701.951362234
SD - 13075,Amrita,Bagchi,female,Software Development,Full-Stack Developer,Bachelor,Partial,West Bengal,Kharagpur,Bengaluru,25-06-2023,07-03-1997,03-12-2023,No,1640904,2127501.659484161
IT - 13076,Sangeeta,Mishra,female,IT Support,Network Engineer,Bachelor,Meets,Madhya Pradesh,Gwalior,Pune,14-06-2017,13-05-1985,,No,1096369,1427346.4859267664
SM - 13077,Prem,Singh,male,Sales & Marketing,Pre-Sales Consultant,Master,Below,Chhattisgarh,Bhilai,Bhubaneswar,04-04-2020,06-01-1984,,No,1021200,1627263.64282602
SM - 13078,Payal,Panchal,female,Sales & Marketing,SEO Specialist,Bachelor,Meets,Gujarat,Gandhinagar,Hyderabad,27-10-2019,10-10-1982,,No,2412386,3144727.93012369
DA - 13079,Daga,Hill,male,Data & Analytics,Statistician,PhD,Star,Arunachal Pradesh,Pasighat,Hyderabad,28-07-2016,17-08-1978,,No,833108,1502141.9951319573
CD - 13080,Sujit,Bhagat,male,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Meets,Chhattisgarh,Bhilai,Pune,21-09-2023,17-02-1990,,No,827750,1271203.5951368168
CSRV - 13081,Radhika,Gadgil,female,Customer Service,Customer Success Engineer,Bachelor,Partial,Maharashtra,Pune,Bengaluru,09-11-2020,11-01-1994,,No,380373,488357.78693433176
SD - 13082,Nirmala,Pathak,female,Software Development,Software Engineer,Master,Exceeds,Bihar,Patna,Bengaluru,28-03-2022,17-08-2001,20-01-2023,No,1613250,2424342.1457875944
PS - 13083,Harshith,Bisoyee,male,Product & Strategy,Innovation Strategist,Master,Star,Odisha,Bhubaneswar,Kolkata,03-01-2023,17-06-1989,,No,2483926,3744071.173039106
SD - 13084,Hrishikesh,Shinde,male,Software Development,Frontend Developer,Bachelor,Star,Maharashtra,Nashik,Pune,04-02-2022,09-04-1995,,No,2944684,3770168.5985498247
AI - 13085,Mehak,Batra,female,AI & Machine Learning,GenAI Engineer,PhD,Exceeds,Delhi,New Delhi,Chennai,02-02-2018,19-08-1975,,No,1429901,2708185.2858187384
QA - 13086,Pratibha,Palei,female,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Bachelor,Exceeds,Odisha,Rourkela,Bengaluru,10-04-2019,14-09-1983,,No,1623441,2149641.052450724
AI - 13087,Gurpreet,Kaur,male,AI & Machine Learning,Computer Vision Engineer,PhD,Meets,Punjab,Chandigarh,Bengaluru,29-12-2024,05-09-1990,,No,1747424,3062950.846740994
PS - 13088,Pankaj,Sengupta,male,Product & Strategy,Business Analyst,Master,Meets,Himachal Pradesh,Mandi,Bengaluru,13-10-2024,09-04-1962,,No,2802701,4733118.625381576
OP - 13089,Zonunsangi,Tlau,female,Operations,Process Improvement Analyst,Bachelor,Meets,Mizoram,Lunglei,Bengaluru,31-01-2023,26-12-1973,,No,304900,438778.6394158327
SD - 13090,Suman,Parida,female,Software Development,Backend Developer,Bachelor,Meets,Odisha,Bhubaneswar,Bhubaneswar,03-10-2017,31-01-1989,,No,2369948,3134535.431398529
SD - 13091,Rekha,Hedge,female,Software Development,Software Programmer,Bachelor,Meets,Maharashtra,Nashik,Bengaluru,14-09-2020,14-08-1983,,No,2194306,2985584.7168427887
CSRV - 13092,Prabhakar,Garg,male,Customer Service,Support Agent,Diploma,Meets,Madhya Pradesh,Indore,Bengaluru,10-04-2016,08-11-1968,,No,341273,414129.8411036355
PS - 13093,Kapil,Sethi,male,Product & Strategy,Associate Product Manager,Master,Meets,Delhi,New Delhi,Bengaluru,23-12-2022,23-02-1976,,No,3462505,5372718.615272968
CD - 13094,Smita,Sawant,female,Cloud & DevOps,Cloud Administrator,Bachelor,Meets,Goa,Panaji,Bengaluru,19-05-2022,28-08-1972,,No,2956714,3977543.3718058146
CSRV - 13095,Lanu,Imchen,male,Customer Service,Customer Success Engineer,Master,Exceeds,Nagaland,Mokokchung,Pune,15-04-2022,20-06-1978,,Yes,712138,1149652.367707468
DA - 13096,Rajiv,Sutradhar,male,Data & Analytics,Business Intelligence Analyst,Bachelor,Star,Tripura,Agartala,New Delhi,13-03-2021,01-08-2001,,No,1142313,1483192.569120886
DA - 13097,Soumen,Ghosh,male,Data & Analytics,Business Intelligence Analyst,Bachelor,Meets,West Bengal,Durgapur,Bengaluru,17-01-2015,30-01-1955,28-09-2021,No,533390,765881.7947804107
SD - 13098,Geeta,Singhdeo,female,Software Development,Backend Developer,Bachelor,Star,Jharkhand,Dhanbad,Bengaluru,08-07-2022,13-06-1970,,No,1459029,1998306.6339390948
SD - 13099,Philomena,Gonsalves,female,Software Development,Backend Developer,Master,Star,Goa,Margao,New Delhi,27-11-2023,16-04-1976,,No,417276,674860.6053094387
SD - 13100,Gaganjot,Atwal,female,Software Development,Angular Developer,Master,Meets,Punjab,Mohali,Bengaluru,26-07-2017,15-05-1972,,No,595678,994782.333420283
UX - 13101,Nikhil,Karve,male,UI/UX & Design,Interaction Designer,Master,Exceeds,Maharashtra,Nashik,Chennai,09-03-2019,04-01-1994,,No,708345,1109889.7080753192
SD - 13102,Bhaswati,Banerjee,female,Software Development,Backend Developer,Master,Meets,West Bengal,Kolkata,Bhubaneswar,28-07-2024,14-04-1972,,No,2267504,3764457.9869909943
SD - 13103,Hina,Panchal,female,Software Development,Full-Stack Developer,Master,Meets,Gujarat,Ahmedabad,Kolkata,04-09-2019,27-01-1984,,No,1209356,1867482.1206103347
